Agewt,ECG-0,ECG-1,BM-0,BM-1,CP-0,CP-1,CP-2,DB-0,DB-1,PFH-0,PFH-1,CHOL-0,CHOL-1,SCORE,Max-Score
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.714,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.696,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.440,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.422,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.902,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.884,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.628,
0.034,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.610,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.606,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.588,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.332,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.314,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.794,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.776,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.520,
0.034,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.502,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.702,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.684,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.428,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.410,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.890,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.872,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.616,
0.034,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.598,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,1.730,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,1.712,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,1.456,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,1.438,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,1.918,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,1.900,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,1.644,
0.034,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,1.626,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.622,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.604,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.348,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.330,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.810,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.792,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.536,
0.034,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.518,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,1.718,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,1.700,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,1.444,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,1.426,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,1.906,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,1.888,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,1.632,
0.034,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,1.614,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.522,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.504,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.248,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.230,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.710,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.692,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.436,
0.034,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.418,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,4.414,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,4.396,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,4.140,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,4.122,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,4.602,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,4.584,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,4.328,
0.034,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,4.310,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,3.510,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,3.492,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,3.236,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,3.218,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,3.698,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,3.680,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,3.424,
0.034,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,3.406,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.538,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.520,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.264,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.246,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.726,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.708,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.452,
0.034,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.434,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.430,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.412,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.156,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.138,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.618,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.600,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.344,
0.034,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.326,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.526,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.508,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.252,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.234,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.714,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.696,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.440,
0.034,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.422,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.691,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.673,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.417,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.399,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.879,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.861,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.605,
0.011,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.587,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.583,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.565,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.309,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.291,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.771,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.753,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.497,
0.011,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.479,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.679,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.661,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.405,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.387,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.867,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.849,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.593,
0.011,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.575,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,1.707,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,1.689,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,1.433,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,1.415,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,1.895,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,1.877,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,1.621,
0.011,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,1.603,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.599,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.581,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.325,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.307,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.787,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.769,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.513,
0.011,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.495,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,1.695,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,1.677,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,1.421,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,1.403,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,1.883,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,1.865,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,1.609,
0.011,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,1.591,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.499,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.481,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.225,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.207,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.687,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.669,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.413,
0.011,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.395,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,4.391,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,4.373,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,4.117,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,4.099,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,4.579,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,4.561,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,4.305,
0.011,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,4.287,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,3.487,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,3.469,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,3.213,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,3.195,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,3.675,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,3.657,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,3.401,
0.011,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,3.383,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.515,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.497,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.241,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.223,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.703,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.685,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.429,
0.011,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.411,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.407,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.389,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.133,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.115,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.595,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.577,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.321,
0.011,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.303,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.503,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.485,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.229,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.211,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.691,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.673,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.417,
0.011,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.399,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.683,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.665,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.409,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.391,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.871,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.853,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.597,
0.003,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.579,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.575,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.557,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.301,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.283,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.763,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.745,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.489,
0.003,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.471,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.671,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.653,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.397,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.379,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.859,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.841,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.585,
0.003,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.567,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,1.699,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,1.681,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,1.425,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,1.407,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,1.887,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,1.869,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,1.613,
0.003,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,1.595,
0.003,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.591,
0.003,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.573,
0.003,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.317,
0.003,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.299,
